g_id,hpo_ids
COMP,"['HP:0003510', 'HP:0033672', 'HP:0001425', 'HP:0100864', 'HP:0003393', 'HP:0011405', 'HP:0002341', 'HP:0000926', 'HP:0008843', 'HP:0002808', 'HP:0008873', 'HP:0012307', 'HP:0100168', 'HP:0003093', 'HP:0001156', 'HP:0004042', 'HP:0006429', 'HP:0000763', 'HP:0002829', 'HP:0009803', 'HP:0003300', 'HP:0002938', 'HP:0003311', 'HP:0046505', 'HP:0001388', 'HP:0000006', 'HP:0002857', 'HP:0002761', 'HP:0009487', 'HP:0006467', 'HP:0003414', 'HP:0001377', 'HP:0002970', 'HP:0002663', 'HP:0003049', 'HP:0010236', 'HP:0004019', 'HP:0003502', 'HP:0009882', 'HP:0004568', 'HP:0002834', 'HP:0001387', 'HP:0005063', 'HP:0002650', 'HP:0003301', 'HP:0005743', 'HP:0001498', 'HP:0002816', 'HP:0002515', 'HP:0002656', 'HP:0010049', 'HP:0033673', 'HP:0002758', 'HP:0010582', 'HP:0004236', 'HP:0008800', 'HP:0010585', 'HP:0033660', 'HP:0012185']"
COMT,"['HP:0007086', 'HP:0000746', 'HP:0001425', 'HP:0000739', 'HP:0410291', 'HP:0000738', 'HP:0002353', 'HP:0000006', 'HP:0100753']"
COPA,"['HP:0002091', 'HP:0032979', 'HP:0040223', 'HP:0011227', 'HP:0003493', 'HP:0008653', 'HP:0011463', 'HP:0003565', 'HP:0006530', 'HP:0001369', 'HP:0002789', 'HP:0000006', 'HP:0002094', 'HP:0012574', 'HP:0002829', 'HP:0012735', 'HP:0045051']"
COPB1,"['HP:0002076', 'HP:0002283', 'HP:0002808', 'HP:0001319', 'HP:0000956', 'HP:0001257', 'HP:0000007', 'HP:0001007', 'HP:0002705', 'HP:0001763', 'HP:0000252', 'HP:0031936', 'HP:0001332', 'HP:0001182', 'HP:0000518', 'HP:0000582', 'HP:0010864', 'HP:0001344', 'HP:0003593', 'HP:0001065', 'HP:0001513', 'HP:0002540', 'HP:0000020', 'HP:0000957', 'HP:0007359']"
COPB2,"['HP:0012448', 'HP:0003676', 'HP:0001257', 'HP:0009879', 'HP:0000007', 'HP:0002079', 'HP:0100704', 'HP:0000252', 'HP:0001531', 'HP:0001263', 'HP:0002119']"
COQ2,"['HP:0001347', 'HP:0000508', 'HP:0001337', 'HP:0003202', 'HP:0000096', 'HP:0000639', 'HP:0002067', 'HP:0100543', 'HP:0003674', 'HP:0003236', 'HP:0003676', 'HP:0012378', 'HP:0003581', 'HP:0000640', 'HP:0001300', 'HP:0002180', 'HP:0000007', 'HP:0003323', 'HP:0003652', 'HP:0001903', 'HP:0002542', 'HP:0000006', 'HP:0001399', 'HP:0000100', 'HP:0002063', 'HP:0003487', 'HP:0000012', 'HP:0000407', 'HP:0001270', 'HP:0000510', 'HP:0002172', 'HP:0001328', 'HP:0003745', 'HP:0001876', 'HP:0000966', 'HP:0003200', 'HP:0000802', 'HP:0003128', 'HP:0001272', 'HP:0000020', 'HP:0000572', 'HP:0001278', 'HP:0001639', 'HP:0000970', 'HP:0001250', 'HP:0000815', 'HP:0001251', 'HP:0001089', 'HP:0002168', 'HP:0001249', 'HP:0001260', 'HP:0001298']"
COQ4,"['HP:0200134', 'HP:0001639', 'HP:0001662', 'HP:0000007', 'HP:0004383', 'HP:0001250', 'HP:0002650', 'HP:0001643', 'HP:0002093', 'HP:0002151', 'HP:0001319', 'HP:0002015', 'HP:0001321', 'HP:0001511']"
COQ5,"['HP:0010865', 'HP:0001348', 'HP:0001272', 'HP:0002061', 'HP:0010602', 'HP:0000571', 'HP:0031629', 'HP:0100710', 'HP:0000666', 'HP:0001310', 'HP:0000007', 'HP:0001336', 'HP:0025190', 'HP:0001298', 'HP:0001337', 'HP:0000736', 'HP:0000514', 'HP:0001263']"
COQ6,"['HP:0000093', 'HP:0000407', 'HP:0001967', 'HP:0000007', 'HP:0001250', 'HP:0000097', 'HP:0000100', 'HP:0003678', 'HP:0003593']"
COQ7,"['HP:0002098', 'HP:0003577', 'HP:0008897', 'HP:0001518', 'HP:0001712', 'HP:0000110', 'HP:0001562', 'HP:0000822', 'HP:0000007', 'HP:0001324', 'HP:0001252', 'HP:0000505', 'HP:0011096', 'HP:0001511', 'HP:0001270', 'HP:0001290', 'HP:0001271', 'HP:0005932', 'HP:0002089', 'HP:0011968', 'HP:0000365', 'HP:0001371', 'HP:0003259', 'HP:0012531', 'HP:0001263']"
COQ8A,"['HP:0003701', 'HP:0003128', 'HP:0001347', 'HP:0001290', 'HP:0001337', 'HP:0012240', 'HP:0001272', 'HP:0001336', 'HP:0000007', 'HP:0001250', 'HP:0007256', 'HP:0001251', 'HP:0003546', 'HP:0003828', 'HP:0001249', 'HP:0001263', 'HP:0001761']"
COQ8B,"['HP:0003676', 'HP:0003774', 'HP:0000100', 'HP:0000007', 'HP:0003073', 'HP:0000097', 'HP:0000969', 'HP:0000093']"
COQ9,"['HP:0001347', 'HP:0001298', 'HP:0002151', 'HP:0001712', 'HP:0001612', 'HP:0001662', 'HP:0000007', 'HP:0003348', 'HP:0001511', 'HP:0001332', 'HP:0001290', 'HP:0001276', 'HP:0002093', 'HP:0011968', 'HP:0003128', 'HP:0001272', 'HP:0001250', 'HP:0002059', 'HP:0001263', 'HP:0005484']"
CORIN,"['HP:0100602', 'HP:0000006', 'HP:0003581']"
CORO1A,"['HP:0000752', 'HP:0002205', 'HP:0000007', 'HP:0002721', 'HP:0001263', 'HP:0001888', 'HP:0003593']"
COX1,"['HP:0000408', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0003828', 'HP:0001712', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0005162', 'HP:0003198', 'HP:0000602', 'HP:0001427', 'HP:0002572', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0002401', 'HP:0008619', 'HP:0001298']"
COX10,"['HP:0001348', 'HP:0000639', 'HP:0000508', 'HP:0001638', 'HP:0001942', 'HP:0002490', 'HP:0002151', 'HP:0008872', 'HP:0008358', 'HP:0000817', 'HP:0000007', 'HP:0003542', 'HP:0001324', 'HP:0012692', 'HP:0003348', 'HP:0003623', 'HP:0000407', 'HP:0001290', 'HP:0000713', 'HP:0001508', 'HP:0002133', 'HP:0001972', 'HP:0003593', 'HP:0001522', 'HP:0003128', 'HP:0032988', 'HP:0001998', 'HP:0003688', 'HP:0001251', 'HP:0001744']"
COX14,"['HP:0011400', 'HP:0000089', 'HP:0001639', 'HP:0001942', 'HP:0000218', 'HP:0000568', 'HP:0000007', 'HP:0000954', 'HP:0002490', 'HP:0002919', 'HP:0002643', 'HP:0000601', 'HP:0002151', 'HP:0001562', 'HP:0002240']"
COX15,"['HP:0001290', 'HP:0001397', 'HP:0001638', 'HP:0000007', 'HP:0000252', 'HP:0002171', 'HP:0001558', 'HP:0001298']"
COX16,"['HP:0001298', 'HP:0033444', 'HP:0001635', 'HP:0001712', 'HP:0002181', 'HP:0033465', 'HP:0008872', 'HP:0003236', 'HP:0008358', 'HP:0008160', 'HP:0003219', 'HP:0000007', 'HP:0003542', 'HP:0002353', 'HP:0001399', 'HP:0012470', 'HP:0003256', 'HP:0003348', 'HP:0001511', 'HP:0004900', 'HP:0003623', 'HP:0003217', 'HP:0012402', 'HP:0011461', 'HP:0002919', 'HP:0002910', 'HP:0012707', 'HP:0002119', 'HP:0001522', 'HP:0008347', 'HP:0008527', 'HP:0001943', 'HP:0012704', 'HP:0012444']"
COX2,"['HP:0000408', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0003828', 'HP:0001712', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0005162', 'HP:0003198', 'HP:0000602', 'HP:0001427', 'HP:0002572', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0002401', 'HP:0008619', 'HP:0001298']"
COX20,"['HP:0002490', 'HP:0001518', 'HP:0002151', 'HP:0000007', 'HP:0001252', 'HP:0003487', 'HP:0003390', 'HP:0000473', 'HP:0002198', 'HP:0002451', 'HP:0009027', 'HP:0001266', 'HP:0003621', 'HP:0002359', 'HP:0008347', 'HP:0006855', 'HP:0000750', 'HP:0001251', 'HP:0001260', 'HP:0003236']"
COX3,"['HP:0000408', 'HP:0001425', 'HP:0000648', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0003829', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0011675', 'HP:0002174', 'HP:0003828', 'HP:0001712', 'HP:0001269', 'HP:0001507', 'HP:0007768', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0005162', 'HP:0003198', 'HP:0001427', 'HP:0000602', 'HP:0000576', 'HP:0002572', 'HP:0001332', 'HP:0001271', 'HP:0001112', 'HP:0001138', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0000572', 'HP:0002401', 'HP:0001251', 'HP:0008619', 'HP:0001298']"
COX4I1,"['HP:0011097', 'HP:0001885', 'HP:0003221', 'HP:0011917', 'HP:0002490', 'HP:0002151', 'HP:0009237', 'HP:0002007', 'HP:0000007', 'HP:0033503', 'HP:0002521', 'HP:0007083', 'HP:0000426', 'HP:0001290', 'HP:0001508', 'HP:0004322', 'HP:0005643', 'HP:0001272', 'HP:0008347', 'HP:0002376', 'HP:0002421', 'HP:0002750', 'HP:0001336', 'HP:0002059', 'HP:0008093']"
COX4I2,"['HP:0001738', 'HP:0000670', 'HP:0000952', 'HP:0002240', 'HP:0000007', 'HP:0000988', 'HP:0001903', 'HP:0003193', 'HP:0002570', 'HP:0001508', 'HP:0003593', 'HP:0010972', 'HP:0000938', 'HP:0002750', 'HP:0004395', 'HP:0002099', 'HP:0001744', 'HP:0004490', 'HP:0001263']"
COX5A,"['HP:0001348', 'HP:0003577', 'HP:0001531', 'HP:0002151', 'HP:0002240', 'HP:0000490', 'HP:0008358', 'HP:0002007', 'HP:0000007', 'HP:0000260', 'HP:0001252', 'HP:0003348', 'HP:0000527', 'HP:0001254', 'HP:0001640', 'HP:0002092', 'HP:0001522', 'HP:0003593', 'HP:0008347', 'HP:0003819', 'HP:0000664', 'HP:0002910']"
COX6A1,"['HP:0002936', 'HP:0003376', 'HP:0003383', 'HP:0000007', 'HP:0001284', 'HP:0003677', 'HP:0009027', 'HP:0009830', 'HP:0001761', 'HP:0001265']"
COX6A2,"['HP:0008347', 'HP:0001290', 'HP:0012240', 'HP:0030319', 'HP:0000218', 'HP:0003577', 'HP:0000007', 'HP:0003542', 'HP:0002643', 'HP:0001324', 'HP:0003688', 'HP:0002151', 'HP:0003593']"
COX6B1,"['HP:0001942', 'HP:0002490', 'HP:0100704', 'HP:0002151', 'HP:0002078', 'HP:0002415', 'HP:0001268', 'HP:0000007', 'HP:0001324', 'HP:0003348', 'HP:0001511', 'HP:0005180', 'HP:0001290', 'HP:0001987', 'HP:0001640', 'HP:0002070', 'HP:0011968', 'HP:0002119', 'HP:0002092', 'HP:0003128', 'HP:0000572', 'HP:0001714', 'HP:0410175', 'HP:0003326', 'HP:0001639', 'HP:0003688', 'HP:0007965']"
COX7B,"['HP:0000776', 'HP:0000358', 'HP:0001636', 'HP:0001631', 'HP:0000013', 'HP:0006887', 'HP:0025356', 'HP:0000580', 'HP:0002553', 'HP:0030048', 'HP:0005152', 'HP:0011675', 'HP:0001331', 'HP:0000343', 'HP:0001057', 'HP:0002623', 'HP:0001274', 'HP:0001852', 'HP:0001999', 'HP:0003196', 'HP:0001423', 'HP:0000331', 'HP:0000647', 'HP:0000238', 'HP:0000252', 'HP:0007398', 'HP:0000041', 'HP:0000543', 'HP:0000505', 'HP:0001545', 'HP:0000612', 'HP:0000518', 'HP:0006610', 'HP:0012861', 'HP:0000568', 'HP:0002079', 'HP:0001629', 'HP:0008665', 'HP:0004322', 'HP:0000365', 'HP:0002092', 'HP:0012448', 'HP:0001714', 'HP:0000316', 'HP:0000047', 'HP:0000054', 'HP:0000348', 'HP:0001250', 'HP:0001939', 'HP:0002023', 'HP:0000545', 'HP:0001263']"
COX8A,"['HP:0002827', 'HP:0000580', 'HP:0002490', 'HP:0002151', 'HP:0100806', 'HP:0000490', 'HP:0011421', 'HP:0011470', 'HP:0001257', 'HP:0000007', 'HP:0000252', 'HP:0010819', 'HP:0003348', 'HP:0025190', 'HP:0002650', 'HP:0004322', 'HP:0002154', 'HP:0002119', 'HP:0002092', 'HP:0001265', 'HP:0003128', 'HP:0032794', 'HP:0012444', 'HP:0001263']"
CP,"['HP:0025498', 'HP:0000546', 'HP:0003581', 'HP:0001260', 'HP:0000473', 'HP:0040303', 'HP:0002168', 'HP:0000007', 'HP:0002072', 'HP:0001903', 'HP:0000819', 'HP:0001251', 'HP:0000643', 'HP:0002396', 'HP:0000726', 'HP:0002071', 'HP:0003281']"
CPA6,"['HP:0020216', 'HP:0002069', 'HP:0002373', 'HP:0410170', 'HP:0011463', 'HP:0000007', 'HP:0003621', 'HP:0010850', 'HP:0000006', 'HP:0002384', 'HP:0002349', 'HP:0001249']"
CPAMD8,"['HP:0025358', 'HP:0009918', 'HP:0007676', 'HP:0000518', 'HP:0000007', 'HP:0012376', 'HP:0009917', 'HP:0001093', 'HP:0012805', 'HP:0001083', 'HP:0100693']"
CPE,"['HP:0001631', 'HP:0000311', 'HP:0000786', 'HP:0040171', 'HP:0033078', 'HP:0000007', 'HP:0000771', 'HP:0008947', 'HP:0031098', 'HP:0000823', 'HP:0001270', 'HP:0000400', 'HP:0030341', 'HP:0000293', 'HP:0000347', 'HP:0005978', 'HP:0000842', 'HP:0001513', 'HP:0033082', 'HP:0011787', 'HP:0000044', 'HP:0000054', 'HP:0001249', 'HP:0000028']"
CPLANE1,"['HP:0002444', 'HP:0000639', 'HP:0002419', 'HP:0000358', 'HP:0000218', 'HP:0001770', 'HP:0000175', 'HP:0000110', 'HP:0000286', 'HP:0000104', 'HP:0001156', 'HP:0000204', 'HP:0006145', 'HP:0000007', 'HP:0000657', 'HP:0001252', 'HP:0000405', 'HP:0030084', 'HP:0006159', 'HP:0010442', 'HP:0001290', 'HP:0001320', 'HP:0002883', 'HP:0000347', 'HP:0000565', 'HP:0001508', 'HP:0000455', 'HP:0000199', 'HP:0004322', 'HP:0009466', 'HP:0001177', 'HP:0000316', 'HP:0000369', 'HP:0001841', 'HP:0001251', 'HP:0001249', 'HP:0000191', 'HP:0001159', 'HP:0001263', 'HP:0100259']"
CPLX1,"['HP:0001631', 'HP:0000175', 'HP:0007109', 'HP:0002553', 'HP:0000465', 'HP:0000188', 'HP:0000520', 'HP:0002974', 'HP:0000204', 'HP:0001274', 'HP:0000954', 'HP:0000402', 'HP:0031936', 'HP:0001558', 'HP:0000151', 'HP:0000486', 'HP:0004484', 'HP:0010864', 'HP:0000347', 'HP:0000960', 'HP:0003745', 'HP:0000219', 'HP:0002948', 'HP:0000047', 'HP:0001171', 'HP:0002389', 'HP:0000384', 'HP:0000558', 'HP:0001249', 'HP:0001263', 'HP:0009193', 'HP:0000508', 'HP:0001762', 'HP:0002721', 'HP:0011863', 'HP:0010109', 'HP:0002057', 'HP:0000238', 'HP:0000252', 'HP:0000006', 'HP:0000405', 'HP:0002144', 'HP:0001290', 'HP:0000377', 'HP:0000612', 'HP:0002650', 'HP:0002162', 'HP:0003199', 'HP:0001344', 'HP:0004322', 'HP:0002714', 'HP:0002750', 'HP:0001250', 'HP:0004467', 'HP:0002120', 'HP:0000902', 'HP:0001840', 'HP:0002827', 'HP:0008850', 'HP:0001518', 'HP:0000322', 'HP:0002808', 'HP:0001331', 'HP:0002020', 'HP:0001999', 'HP:0002353', 'HP:0011800', 'HP:0001511', 'HP:0200134', 'HP:0000407', 'HP:0001747', 'HP:0001028', 'HP:0009778', 'HP:0011968', 'HP:0004794', 'HP:0002119', 'HP:0001177', 'HP:0002540', 'HP:0001812', 'HP:0001385', 'HP:0000444', 'HP:0000028', 'HP:0000639', 'HP:0000668', 'HP:0000431', 'HP:0000286', 'HP:0000343', 'HP:0006655', 'HP:0001080', 'HP:0009918', 'HP:0000826', 'HP:0000007', 'HP:0003312', 'HP:0001629', 'HP:0001508', 'HP:0003593', 'HP:0000316', 'HP:0007385', 'HP:0000348', 'HP:0001841', 'HP:0001845', 'HP:0002123']"
CPN1,"['HP:0000007', 'HP:0100665']"
CPOX,"['HP:0003265', 'HP:0012217', 'HP:0002014', 'HP:0000952', 'HP:0003829', 'HP:0003163', 'HP:0033010', 'HP:0001923', 'HP:0002240', 'HP:0000822', 'HP:0000992', 'HP:0000007', 'HP:0000739', 'HP:0000738', 'HP:0002013', 'HP:0000006', 'HP:0003489', 'HP:0009830', 'HP:0006579', 'HP:0000953', 'HP:0002027', 'HP:0033627', 'HP:0001649', 'HP:0002203', 'HP:0040318', 'HP:0001878', 'HP:0001289', 'HP:0000716', 'HP:0011999', 'HP:0002019', 'HP:0100785', 'HP:0001744', 'HP:0011462', 'HP:0003281']"
CPS1,"['HP:0005961', 'HP:0001508', 'HP:0000737', 'HP:0001254', 'HP:0000007', 'HP:0001951', 'HP:0001987', 'HP:0001250', 'HP:0001950', 'HP:0002013', 'HP:0001251', 'HP:0003572', 'HP:0001249', 'HP:0002181', 'HP:0001263', 'HP:0001259', 'HP:0002038', 'HP:0001297']"
CPSF1,"['HP:0011003', 'HP:0007800', 'HP:0000006']"
CPT1A,"['HP:0002014', 'HP:0011675', 'HP:0002240', 'HP:0001259', 'HP:0008872', 'HP:0008279', 'HP:0001947', 'HP:0002686', 'HP:0000007', 'HP:0001252', 'HP:0001985', 'HP:0001397', 'HP:0001290', 'HP:0001254', 'HP:0001987', 'HP:0001640', 'HP:0002910', 'HP:0007335', 'HP:0001250', 'HP:0003236']"
CPT1C,"['HP:0003701', 'HP:0001347', 'HP:0003202', 'HP:0003581', 'HP:0001760', 'HP:0001258', 'HP:0003677', 'HP:0000006', 'HP:0002355', 'HP:0003487']"
CPT2,"['HP:0000073', 'HP:0002643', 'HP:0001319', 'HP:0000110', 'HP:0031956', 'HP:0008872', 'HP:0001274', 'HP:0002013', 'HP:0001254', 'HP:0000414', 'HP:0000189', 'HP:0000113', 'HP:0001800', 'HP:0001742', 'HP:0003236', 'HP:0001298', 'HP:0007023', 'HP:0000396', 'HP:0007229', 'HP:0002126', 'HP:0000252', 'HP:0000006', 'HP:0000518', 'HP:0006610', 'HP:0001760', 'HP:0001640', 'HP:0001522', 'HP:0025435', 'HP:0003259', 'HP:0001250', 'HP:0011220', 'HP:0002910', 'HP:0000358', 'HP:0000218', 'HP:0004756', 'HP:0031964', 'HP:0011309', 'HP:0002878', 'HP:0000083', 'HP:0006799', 'HP:0002240', 'HP:0001562', 'HP:0003201', 'HP:0003394', 'HP:0008315', 'HP:0001644', 'HP:0001985', 'HP:0011461', 'HP:0002104', 'HP:0001987', 'HP:0006380', 'HP:0002093', 'HP:0002119', 'HP:0003552', 'HP:0003326', 'HP:0001943', 'HP:0001403', 'HP:0032066', 'HP:0009058', 'HP:0002014', 'HP:0011675', 'HP:0002181', 'HP:0001259', 'HP:0003573', 'HP:0008293', 'HP:0000007', 'HP:0001958', 'HP:0010511', 'HP:0000105', 'HP:0001324', 'HP:0001252', 'HP:0002913', 'HP:0011936', 'HP:0001182', 'HP:0005943', 'HP:0003455', 'HP:0001945', 'HP:0002987', 'HP:0006561', 'HP:0003593', 'HP:0000340', 'HP:0000369', 'HP:0000348', 'HP:0000126', 'HP:0006559']"
CR2,"['HP:0002014', 'HP:0004315', 'HP:0032132', 'HP:0002960', 'HP:0002729', 'HP:0002240', 'HP:0032139', 'HP:0002665', 'HP:0011108', 'HP:0000007', 'HP:0002110', 'HP:0041059', 'HP:0410301', 'HP:0000006', 'HP:0002837', 'HP:0001945', 'HP:0000010', 'HP:0000509', 'HP:0012476', 'HP:0005435', 'HP:0005387', 'HP:0002718', 'HP:0001287', 'HP:0033050', 'HP:0041070', 'HP:0002664', 'HP:0006532', 'HP:0002720', 'HP:0003326', 'HP:0002028', 'HP:0002205', 'HP:0001744', 'HP:0000403']"
CRADD,"['HP:0001302', 'HP:0040194', 'HP:0000007', 'HP:0001250', 'HP:0000750', 'HP:0001355', 'HP:0001339', 'HP:0001249']"
CRAT,"['HP:0000763', 'HP:0003676', 'HP:0001347', 'HP:0001272', 'HP:0001290', 'HP:0001337', 'HP:0001270', 'HP:0001310', 'HP:0000007', 'HP:0006957', 'HP:0002317', 'HP:0000750']"
CRB1,"['HP:0000639', 'HP:0007773', 'HP:0008499', 'HP:0000662', 'HP:0000490', 'HP:0000540', 'HP:0000550', 'HP:0011463', 'HP:0000007', 'HP:0001417', 'HP:0000006', 'HP:0000505', 'HP:0000510', 'HP:0000518', 'HP:0007737', 'HP:0000563', 'HP:0000565', 'HP:0030491', 'HP:0007903', 'HP:0007663', 'HP:0012043']"
CRB2,"['HP:0001561', 'HP:0000100', 'HP:0002282', 'HP:0003577', 'HP:0002119', 'HP:0000007', 'HP:0001629', 'HP:0000108', 'HP:0001250', 'HP:0000238', 'HP:0000097', 'HP:0001622', 'HP:0000083', 'HP:0002617', 'HP:0100259']"
CRBN,"['HP:0001263', 'HP:0000007', 'HP:0001250', 'HP:0010864', 'HP:0001256', 'HP:0007018']"
CREB1,"['HP:0001428', 'HP:0012315']"
CREB3L1,"['HP:0000592', 'HP:0000938', 'HP:0001382', 'HP:0000007', 'HP:0003577', 'HP:0008905', 'HP:0000923', 'HP:0001518', 'HP:0002953', 'HP:0009804', 'HP:0000405', 'HP:0000365', 'HP:0003027']"
CREB3L3,"['HP:0003124', 'HP:0003233', 'HP:0002155', 'HP:0000006']"
CREBBP,"['HP:0000294', 'HP:0001631', 'HP:0001425', 'HP:0000581', 'HP:0008070', 'HP:0000175', 'HP:0002553', 'HP:0002317', 'HP:0005895', 'HP:0000481', 'HP:0000327', 'HP:0008872', 'HP:0001042', 'HP:0009765', 'HP:0010066', 'HP:0000520', 'HP:0001274', 'HP:0011087', 'HP:0000540', 'HP:0010055', 'HP:0001852', 'HP:0000260', 'HP:0001135', 'HP:0000954', 'HP:0001388', 'HP:0000539', 'HP:0000506', 'HP:0000618', 'HP:0031936', 'HP:0000273', 'HP:0010442', 'HP:0000527', 'HP:0000486', 'HP:0000463', 'HP:0002870', 'HP:0003745', 'HP:0000347', 'HP:0000189', 'HP:0000589', 'HP:0000219', 'HP:0000047', 'HP:0001249', 'HP:0003298', 'HP:0002002', 'HP:0000508', 'HP:0000396', 'HP:0001382', 'HP:0003828', 'HP:0000077', 'HP:0000411', 'HP:0006349', 'HP:0000136', 'HP:0002236', 'HP:0400005', 'HP:0000742', 'HP:0001007', 'HP:0000321', 'HP:0000252', 'HP:0000006', 'HP:0001212', 'HP:0002144', 'HP:0000574', 'HP:0001956', 'HP:0001290', 'HP:0000377', 'HP:0000518', 'HP:0000494', 'HP:0002650', 'HP:0002162', 'HP:0000501', 'HP:0001643', 'HP:0004322', 'HP:0001371', 'HP:0006483', 'HP:0000689', 'HP:0004209', 'HP:0002019', 'HP:0000752', 'HP:0002750', 'HP:0005306', 'HP:0001250', 'HP:0000750', 'HP:0001537', 'HP:0011220', 'HP:0000957', 'HP:0002183', 'HP:0010775', 'HP:0002251', 'HP:0003083', 'HP:0001347', 'HP:0000729', 'HP:0004411', 'HP:0010803', 'HP:0000270', 'HP:0000218', 'HP:0000160', 'HP:0008897', 'HP:0000678', 'HP:0000717', 'HP:0002000', 'HP:0000322', 'HP:0000446', 'HP:0002700', 'HP:0002020', 'HP:0002869', 'HP:0002007', 'HP:0003196', 'HP:0002353', 'HP:0001335', 'HP:0012450', 'HP:0000457', 'HP:0009715', 'HP:0000582', 'HP:0000023', 'HP:0005280', 'HP:0010621', 'HP:0011968', 'HP:0011238', 'HP:0000365', 'HP:0000430', 'HP:0000767', 'HP:0001909', 'HP:0008107', 'HP:0001601', 'HP:0000049', 'HP:0001385', 'HP:0000444', 'HP:0000028', 'HP:0002999', 'HP:0100710', 'HP:0002370', 'HP:0002098', 'HP:0000431', 'HP:0011675', 'HP:0000286', 'HP:0000343', 'HP:0000490', 'HP:0000387', 'HP:0001561', 'HP:0001763', 'HP:0001252', 'HP:0011304', 'HP:0003319', 'HP:0010314', 'HP:0000278', 'HP:0002866', 'HP:0000579', 'HP:0000756', 'HP:0001629', 'HP:0002788', 'HP:0000293', 'HP:0005743', 'HP:0002697', 'HP:0001508', 'HP:0012745', 'HP:0012368', 'HP:0000369', 'HP:0010562', 'HP:0000736', 'HP:0001845', 'HP:0001159', 'HP:0006297', 'HP:0009921']"
CRELD1,"['HP:0001651', 'HP:0001425', 'HP:0004935', 'HP:0003829', 'HP:0006695', 'HP:0002627', 'HP:0000006']"
CRIPT,"['HP:0003510', 'HP:0012736', 'HP:0000639', 'HP:0005590', 'HP:0001762', 'HP:0002719', 'HP:0001518', 'HP:0001156', 'HP:0000520', 'HP:0002007', 'HP:0000535', 'HP:0000007', 'HP:0005585', 'HP:0004823', 'HP:0000252', 'HP:0001903', 'HP:0009623', 'HP:0000577', 'HP:0000463', 'HP:0005280', 'HP:0000308', 'HP:0000938', 'HP:0000348', 'HP:0011003', 'HP:0002384', 'HP:0000506', 'HP:0009882', 'HP:0001159']"
CRLF1,"['HP:0000218', 'HP:0001181', 'HP:0000670', 'HP:0000160', 'HP:0001762', 'HP:0000445', 'HP:0000343', 'HP:0008872', 'HP:0000007', 'HP:0001763', 'HP:0002094', 'HP:0000470', 'HP:0002179', 'HP:0002751', 'HP:0001377', 'HP:0012385', 'HP:0000211', 'HP:0000278', 'HP:0001182', 'HP:0000463', 'HP:0002987', 'HP:0000293', 'HP:0000347', 'HP:0005280', 'HP:0009466', 'HP:0010628', 'HP:0004279', 'HP:0100729', 'HP:0000369', 'HP:0001250', 'HP:0001611', 'HP:0000975', 'HP:0000491', 'HP:0001249', 'HP:0001954']"
CRPPA,"['HP:0000541', 'HP:0001302', 'HP:0032341', 'HP:0007973', 'HP:0001181', 'HP:0032391', 'HP:0003691', 'HP:0030046', 'HP:0001305', 'HP:0000490', 'HP:0003560', 'HP:0007260', 'HP:0002007', 'HP:0000007', 'HP:0002126', 'HP:0000238', 'HP:0001284', 'HP:0001324', 'HP:0007968', 'HP:0002365', 'HP:0006785', 'HP:0001558', 'HP:0000278', 'HP:0008981', 'HP:0008551', 'HP:0001338', 'HP:0031882', 'HP:0001290', 'HP:0000518', 'HP:0000568', 'HP:0002079', 'HP:0000659', 'HP:0000256', 'HP:0000501', 'HP:0003677', 'HP:0000158', 'HP:0002084', 'HP:0000609', 'HP:0000369', 'HP:0002187', 'HP:0003236']"
CRTAP,"['HP:0002812', 'HP:0002645', 'HP:0000270', 'HP:0000311', 'HP:0003783', 'HP:0004960', 'HP:0000343', 'HP:0000520', 'HP:0000592', 'HP:0005304', 'HP:0005474', 'HP:0000007', 'HP:0000260', 'HP:0005855', 'HP:0000774', 'HP:0001623', 'HP:0002983', 'HP:0002979', 'HP:0002650', 'HP:0003179', 'HP:0002953', 'HP:0010537', 'HP:0001522', 'HP:0002757', 'HP:0006367', 'HP:0000767', 'HP:0000938', 'HP:0000126', 'HP:0006640', 'HP:0008905']"
