g_id,omim_id,hpo_ids
CEP57,OMIM:614114,"['HP:0002101', 'HP:0002007', 'HP:0012745', 'HP:0000286', 'HP:0001659', 'HP:0000824', 'HP:0002247', 'HP:0000414', 'HP:0000954', 'HP:0100830', 'HP:0032569', 'HP:0000252', 'HP:0000601', 'HP:0004209', 'HP:0001252', 'HP:0001518', 'HP:0000581', 'HP:0005280', 'HP:0000325', 'HP:0003196', 'HP:0001363', 'HP:0001682', 'HP:0000365', 'HP:0000494', 'HP:0000369', 'HP:0000490', 'HP:0000268', 'HP:0000276', 'HP:0001629', 'HP:0000160', 'HP:0000347', 'HP:0008070', 'HP:0002750', 'HP:0000957', 'HP:0000821', 'HP:0008905', 'HP:0010535', 'HP:0001631', 'HP:0001256', 'HP:0008846', 'HP:0000007', 'HP:0011220', 'HP:0200040', 'HP:0001680']"
CEP63,OMIM:614728,"['HP:0000007', 'HP:0001249', 'HP:0001263', 'HP:0004322', 'HP:0000750', 'HP:0000252']"
CEP78,OMIM:617236,"['HP:0000613', 'HP:0007641', 'HP:0000007', 'HP:0011462', 'HP:0000608', 'HP:0012047', 'HP:0011463', 'HP:0000505', 'HP:0000407', 'HP:0000639', 'HP:0001105']"
CEP83,OMIM:615862,"['HP:0003774', 'HP:0000090', 'HP:0000238', 'HP:0001396', 'HP:0000092', 'HP:0001970', 'HP:0004722', 'HP:0001249', 'HP:0006580', 'HP:0000007', 'HP:0032118', 'HP:0000486']"
CEP85L,OMIM:618873,"['HP:0000668', 'HP:0100704', 'HP:0002384', 'HP:0000473', 'HP:0000716', 'HP:0032411', 'HP:0040196', 'HP:0001302', 'HP:0002353', 'HP:0001263', 'HP:0007302', 'HP:0031882', 'HP:0001249', 'HP:0007334', 'HP:0002373', 'HP:0032792', 'HP:0000006', 'HP:0030222', 'HP:0008765', 'HP:0031589', 'HP:0000718', 'HP:0000729', 'HP:0007270', 'HP:0032794', 'HP:0010819']"
CERKL,OMIM:608380,"['HP:0001133', 'HP:0000543', 'HP:0000007', 'HP:0000510', 'HP:0007688', 'HP:0007843']"
CERS1,OMIM:616230,"['HP:0000007', 'HP:0001249', 'HP:0002069', 'HP:0003676', 'HP:0000726', 'HP:0001336']"
CERS3,OMIM:615023,"['HP:0000007', 'HP:0025114', 'HP:0001019', 'HP:0012472', 'HP:0033252', 'HP:0000656', 'HP:0007479', 'HP:0003577', 'HP:0025092', 'HP:0040162', 'HP:0000962', 'HP:0000966']"
CERT1,OMIM:616351,"['HP:0000365', 'HP:0001562', 'HP:0002307', 'HP:0000463', 'HP:0100704', 'HP:0004691', 'HP:0002208', 'HP:0000286', 'HP:0000687', 'HP:0001488', 'HP:0003763', 'HP:0006610', 'HP:0001249', 'HP:0000006', 'HP:0002069', 'HP:0001773', 'HP:0002058', 'HP:0000582', 'HP:0002136', 'HP:0000319', 'HP:0005484', 'HP:0000664', 'HP:0001263', 'HP:0002212']"
CES1,OMIM:618057,"['HP:0000006', 'HP:0020169']"
CETP,OMIM:143470,"['HP:0000006', 'HP:0012184']"
CFAP251,OMIM:618152,"['HP:0032560', 'HP:0000007', 'HP:0000789', 'HP:0032558', 'HP:0032559']"
CFAP298,OMIM:615500,"['HP:0004469', 'HP:0033036', 'HP:0012256', 'HP:0012263', 'HP:0011108', 'HP:0002110', 'HP:0012265', 'HP:0001696', 'HP:0000007', 'HP:0012384', 'HP:0012207', 'HP:0200073', 'HP:0000403', 'HP:0002643', 'HP:0000789']"
CFAP300,OMIM:618063,"['HP:0002643', 'HP:0000405', 'HP:0001696', 'HP:0000789', 'HP:0012735', 'HP:0011109', 'HP:0012259', 'HP:0000007', 'HP:0012384', 'HP:0000389', 'HP:0002110']"
CFAP410,OMIM:602271,"['HP:0000926', 'HP:0000648', 'HP:0000546', 'HP:0003375', 'HP:0000007', 'HP:0005257', 'HP:0000639', 'HP:0001744', 'HP:0002812', 'HP:0004322', 'HP:0006532', 'HP:0003411', 'HP:0000510', 'HP:0100864', 'HP:0000907', 'HP:0008905', 'HP:0002657', 'HP:0012207']"
CFAP410,OMIM:617547,"['HP:0000603', 'HP:0100018', 'HP:0000613', 'HP:0000556', 'HP:0000007', 'HP:0000662']"
CFAP418,OMIM:268000,"['HP:0000662', 'HP:0031605', 'HP:0000510', 'HP:0000510', 'HP:0001419', 'HP:0001133', 'HP:0000006', 'HP:0000007']"
CFAP418,OMIM:614500,"['HP:0000510', 'HP:0000543', 'HP:0000529', 'HP:0007843', 'HP:0007401', 'HP:0007663', 'HP:0000662', 'HP:0000613', 'HP:0000007', 'HP:0007737', 'HP:0100259', 'HP:0000518', 'HP:0000548', 'HP:0025147']"
CFAP418,OMIM:617406,"['HP:0000668', 'HP:0001105', 'HP:0000007', 'HP:0025502', 'HP:0000750', 'HP:0000545', 'HP:0007750', 'HP:0001162', 'HP:0000618', 'HP:0030631', 'HP:0000510', 'HP:0000085', 'HP:0030483', 'HP:0001513', 'HP:0001133', 'HP:0030329', 'HP:0000548', 'HP:0002910']"
CFAP43,OMIM:236690,"['HP:0000726', 'HP:0002607', 'HP:0000006', 'HP:0000020', 'HP:0001288', 'HP:0001263', 'HP:0002343', 'HP:0025356']"
CFAP43,OMIM:617592,"['HP:0032560', 'HP:0000789', 'HP:0032559', 'HP:0032558', 'HP:0000007']"
CFAP44,OMIM:617593,"['HP:0000007', 'HP:0032559', 'HP:0032560', 'HP:0000789', 'HP:0032558']"
CFAP45,OMIM:619608,"['HP:0000389', 'HP:0001696', 'HP:0001748', 'HP:0034011', 'HP:0031590', 'HP:0003577', 'HP:0010445', 'HP:0000007', 'HP:0002566', 'HP:0011109', 'HP:0011577', 'HP:0002247']"
CFAP47,OMIM:301059,"['HP:0032560', 'HP:0032559', 'HP:0033393', 'HP:0003251', 'HP:0032558', 'HP:0000798', 'HP:0001419', 'HP:0012207']"
CFAP52,OMIM:619607,"['HP:0003251', 'HP:0003363', 'HP:0011109', 'HP:0000403', 'HP:0033036', 'HP:0012735', 'HP:0000007', 'HP:0001696']"
CFAP53,OMIM:614779,"['HP:0004383', 'HP:0000007', 'HP:0003577', 'HP:0003363', 'HP:0001719', 'HP:0011579', 'HP:0011565', 'HP:0005160', 'HP:0012020', 'HP:0001669', 'HP:0001696']"
CFAP58,OMIM:619144,"['HP:0012207', 'HP:0003251', 'HP:0032559', 'HP:0000007', 'HP:0003581', 'HP:0032558', 'HP:0032560']"
CFAP65,OMIM:618664,"['HP:0000798', 'HP:0012208', 'HP:0032559', 'HP:0000007', 'HP:0032560', 'HP:0032558', 'HP:0003251']"
CFAP69,OMIM:617959,"['HP:0012207', 'HP:0032559', 'HP:0032560', 'HP:0000007', 'HP:0032562', 'HP:0032561']"
CFAP70,OMIM:618670,"['HP:0012208', 'HP:0000798', 'HP:0032562', 'HP:0032559', 'HP:0000007', 'HP:0003251']"
CFAP91,OMIM:619177,"['HP:0025437', 'HP:0032558', 'HP:0000798', 'HP:0033525', 'HP:0032561', 'HP:0033393', 'HP:0032559', 'HP:0012207', 'HP:0032560', 'HP:0000007']"
CFB,OMIM:612924,"['HP:0005575', 'HP:0000790', 'HP:0003138', 'HP:0003259', 'HP:0001919', 'HP:0000822', 'HP:0000006', 'HP:0001873', 'HP:0000093', 'HP:0001937', 'HP:0100519']"
CFB,OMIM:615561,"['HP:0011463', 'HP:0002586', 'HP:0000007', 'HP:0002090', 'HP:0005416', 'HP:0001287', 'HP:0005381']"
CFC1,OMIM:605376,"['HP:0006695', 'HP:0001719', 'HP:0002566', 'HP:0011599', 'HP:0000006', 'HP:0011537', 'HP:0001748', 'HP:0001669', 'HP:0001696', 'HP:0003829', 'HP:0003363']"
CFD,OMIM:613912,"['HP:0000007', 'HP:0004431', 'HP:0003828', 'HP:0002718']"
CFH,OMIM:126700,"['HP:0011510', 'HP:0000006', 'HP:0000529']"
CFH,OMIM:235400,"['HP:0000007', 'HP:0003138', 'HP:0001250', 'HP:0001873', 'HP:0001945', 'HP:0002014', 'HP:0005421', 'HP:0001937', 'HP:0001259', 'HP:0003259', 'HP:0100543', 'HP:0005416', 'HP:0001269', 'HP:0003077', 'HP:0100519', 'HP:0005575', 'HP:0001919', 'HP:0002357', 'HP:0005356', 'HP:0000822', 'HP:0001923', 'HP:0000006', 'HP:0000979', 'HP:0005369', 'HP:0001981']"
CFH,OMIM:609814,"['HP:0004722', 'HP:0004746', 'HP:0005369', 'HP:0012622', 'HP:0002718', 'HP:0000007', 'HP:0003621', 'HP:0000006', 'HP:0000790', 'HP:0005389']"
CFH,OMIM:610698,"['HP:0000608', 'HP:0010982']"
CFHR1,OMIM:235400,"['HP:0000007', 'HP:0003138', 'HP:0001250', 'HP:0001873', 'HP:0001945', 'HP:0002014', 'HP:0005421', 'HP:0001937', 'HP:0001259', 'HP:0003259', 'HP:0100543', 'HP:0005416', 'HP:0001269', 'HP:0003077', 'HP:0100519', 'HP:0005575', 'HP:0001919', 'HP:0002357', 'HP:0005356', 'HP:0000822', 'HP:0001923', 'HP:0000006', 'HP:0000979', 'HP:0005369', 'HP:0001981']"
CFHR1,OMIM:603075,"['HP:0030499', 'HP:0030499', 'HP:0030499', 'HP:0030499', 'HP:0011506', 'HP:0000608', 'HP:0000608', 'HP:0031609', 'HP:0031609', 'HP:0031609', 'HP:0031609', 'HP:0012643', 'HP:0025574', 'HP:0000006', 'HP:0000529', 'HP:0003584']"
CFHR3,OMIM:235400,"['HP:0000007', 'HP:0003138', 'HP:0001250', 'HP:0001873', 'HP:0001945', 'HP:0002014', 'HP:0005421', 'HP:0001937', 'HP:0001259', 'HP:0003259', 'HP:0100543', 'HP:0005416', 'HP:0001269', 'HP:0003077', 'HP:0100519', 'HP:0005575', 'HP:0001919', 'HP:0002357', 'HP:0005356', 'HP:0000822', 'HP:0001923', 'HP:0000006', 'HP:0000979', 'HP:0005369', 'HP:0001981']"
CFHR3,OMIM:603075,"['HP:0030499', 'HP:0030499', 'HP:0030499', 'HP:0030499', 'HP:0011506', 'HP:0000608', 'HP:0000608', 'HP:0031609', 'HP:0031609', 'HP:0031609', 'HP:0031609', 'HP:0012643', 'HP:0025574', 'HP:0000006', 'HP:0000529', 'HP:0003584']"
CFHR5,OMIM:614809,"['HP:0000099', 'HP:0003676', 'HP:0000790', 'HP:0003774', 'HP:0000006']"
CFI,OMIM:610984,"['HP:0003593', 'HP:0000083', 'HP:0005369', 'HP:0001581', 'HP:0002633', 'HP:0006946', 'HP:0012330', 'HP:0005416', 'HP:0003621', 'HP:0005366', 'HP:0005381', 'HP:0000010', 'HP:0011108', 'HP:0011463', 'HP:0005376', 'HP:0000007', 'HP:0000403', 'HP:0005356', 'HP:0003095', 'HP:0005421', 'HP:0000099']"
CFI,OMIM:612923,"['HP:0000790', 'HP:0005575', 'HP:0000093', 'HP:0003138', 'HP:0100519', 'HP:0000006', 'HP:0001873', 'HP:0001919', 'HP:0001937', 'HP:0003259', 'HP:0000822']"
CFI,OMIM:615439,"['HP:0000529', 'HP:0000006', 'HP:0011506', 'HP:0011506', 'HP:0011510', 'HP:0200056']"
CFL2,OMIM:610687,"['HP:0000007', 'HP:0003789', 'HP:0003798', 'HP:0002816', 'HP:0003677', 'HP:0000218', 'HP:0031936', 'HP:0010546', 'HP:0002515', 'HP:0012548', 'HP:0003577', 'HP:0001252', 'HP:0001252', 'HP:0000467', 'HP:0003391', 'HP:0001763', 'HP:0030319', 'HP:0002751', 'HP:0006380', 'HP:0001284', 'HP:0002359', 'HP:0003547', 'HP:0002938', 'HP:0001623', 'HP:0002747', 'HP:0011463', 'HP:0003690']"
CFP,OMIM:312060,"['HP:0001419', 'HP:0001939', 'HP:0005423']"
CFTR,OMIM:167800,"['HP:0000819', 'HP:0005206', 'HP:0001738', 'HP:0002570', 'HP:0000006', 'HP:0002202', 'HP:0001977', 'HP:0002027', 'HP:0001945', 'HP:0005213', 'HP:0001733']"
CFTR,OMIM:211400,"['HP:0002110', 'HP:0004469', 'HP:0000006', 'HP:0012236']"
CFTR,OMIM:219700,"['HP:0032342', 'HP:0006528', 'HP:0001944', 'HP:0002014', 'HP:0002613', 'HP:0002105', 'HP:0006532', 'HP:0002099', 'HP:0001733', 'HP:0001394', 'HP:0006538', 'HP:0001648', 'HP:0003251', 'HP:0001738', 'HP:0003593', 'HP:0100582', 'HP:0002150', 'HP:0032341', 'HP:0000007', 'HP:0004401', 'HP:0002570', 'HP:0002110', 'HP:0011463', 'HP:0011109', 'HP:0002035', 'HP:0100759', 'HP:0012236', 'HP:0001433', 'HP:0002595', 'HP:0001508', 'HP:0032359']"
CFTR,OMIM:277180,"['HP:0001425', 'HP:0000007', 'HP:0000027']"
CHAMP1,OMIM:616579,"['HP:0000369', 'HP:0000297', 'HP:0000194', 'HP:0000286', 'HP:0007328', 'HP:0011968', 'HP:0000276', 'HP:0000322', 'HP:0002066', 'HP:0001249', 'HP:0002205', 'HP:0000232', 'HP:0000582', 'HP:0001290', 'HP:0000006', 'HP:0000218', 'HP:0000486', 'HP:0003577', 'HP:0001344', 'HP:0002020', 'HP:0001382', 'HP:0000540', 'HP:0000307', 'HP:0010804', 'HP:0000252', 'HP:0001263']"
CHAT,OMIM:254210,"['HP:0000508', 'HP:0002015', 'HP:0002747', 'HP:0003402', 'HP:0003554', 'HP:0002804', 'HP:0001425', 'HP:0002033', 'HP:0003577', 'HP:0002882', 'HP:0002872', 'HP:0000486', 'HP:0003403', 'HP:0001612', 'HP:0001283', 'HP:0000597', 'HP:0002098', 'HP:0002715', 'HP:0003397', 'HP:0000007', 'HP:0003473']"
CHCHD10,OMIM:615048,"['HP:0003236', 'HP:0003202', 'HP:0001337', 'HP:0007269', 'HP:0000006', 'HP:0002355', 'HP:0001324', 'HP:0002936', 'HP:0001763', 'HP:0001765', 'HP:0002380', 'HP:0001761', 'HP:0003394', 'HP:0003677', 'HP:0001265', 'HP:0008981', 'HP:0001284']"
CHCHD10,OMIM:615911,"['HP:0002145', 'HP:0002120', 'HP:0002015', 'HP:0001265', 'HP:0001260', 'HP:0007354', 'HP:0000407', 'HP:0001283', 'HP:0000508', 'HP:0003701', 'HP:0000006', 'HP:0000727', 'HP:0003487', 'HP:0001251', 'HP:0003676', 'HP:0001284', 'HP:0001300']"
CHCHD10,OMIM:616209,"['HP:0002151', 'HP:0008994', 'HP:0003546', 'HP:0003722', 'HP:0004322', 'HP:0000006', 'HP:0010628', 'HP:0003236', 'HP:0003677']"
CHCHD2,OMIM:616710,"['HP:0000006', 'HP:0002322', 'HP:0002019', 'HP:0001278', 'HP:0001347', 'HP:0002067', 'HP:0001288']"
CHD1,OMIM:617682,"['HP:0000256', 'HP:0001250', 'HP:0003593', 'HP:0001263', 'HP:0011229', 'HP:0000494', 'HP:0000629', 'HP:0000307', 'HP:0001249', 'HP:0002007', 'HP:0002721', 'HP:0011098', 'HP:0000006', 'HP:0001290']"
CHD2,OMIM:615369,"['HP:0002121', 'HP:0003593', 'HP:0011463', 'HP:0002376', 'HP:0012001', 'HP:0002123', 'HP:0002069', 'HP:0032792', 'HP:0002373', 'HP:0010819', 'HP:0012000', 'HP:0000006', 'HP:0000729', 'HP:0001249', 'HP:0010841', 'HP:0031475', 'HP:0001263', 'HP:0200134', 'HP:0020216']"
CHD3,OMIM:618205,"['HP:0001260', 'HP:0002007', 'HP:0000540', 'HP:0000316', 'HP:0002317', 'HP:0000256', 'HP:0003593', 'HP:0000164', 'HP:0011098', 'HP:0000369', 'HP:0002119', 'HP:0000006', 'HP:0000750', 'HP:0025268', 'HP:0011220', 'HP:0001290', 'HP:0000286', 'HP:0000483', 'HP:0000486', 'HP:0002650', 'HP:0002136', 'HP:0000448', 'HP:0031936', 'HP:0001760', 'HP:0011800', 'HP:0100704', 'HP:0002705', 'HP:0000431', 'HP:0001263']"
CHD4,OMIM:617159,"['HP:0001636', 'HP:0002308', 'HP:0000316', 'HP:0000582', 'HP:0000894', 'HP:0012745', 'HP:0001290', 'HP:0003180', 'HP:0000280', 'HP:0000365', 'HP:0001631', 'HP:0000076', 'HP:0002645', 'HP:0000378', 'HP:0004322', 'HP:0100864', 'HP:0000243', 'HP:0000508', 'HP:0000083', 'HP:0002119', 'HP:0001680', 'HP:0000006', 'HP:0001545', 'HP:0001629', 'HP:0000054', 'HP:0002141', 'HP:0000286', 'HP:0000483', 'HP:0001249', 'HP:0001182', 'HP:0000028', 'HP:0000369', 'HP:0000256', 'HP:0000062']"
CHD7,OMIM:214800,"['HP:0000050', 'HP:0000528', 'HP:0000044', 'HP:0001018', 'HP:0000824', 'HP:0001643', 'HP:0001642', 'HP:0000772', 'HP:0000028', 'HP:0003974', 'HP:0002032', 'HP:0000324', 'HP:0010628', 'HP:0000465', 'HP:0001161', 'HP:0011968', 'HP:0030732', 'HP:0002650', 'HP:0001776', 'HP:0000378', 'HP:0000006', 'HP:0003577', 'HP:0000321', 'HP:0001249', 'HP:0000089', 'HP:0000066', 'HP:0001539', 'HP:0000453', 'HP:0001719', 'HP:0000369', 'HP:0000054', 'HP:0008213', 'HP:0000252', 'HP:0000272', 'HP:0001561', 'HP:0000612', 'HP:0002247', 'HP:0000518', 'HP:0002575', 'HP:0001360', 'HP:0010443', 'HP:0004935', 'HP:0000104', 'HP:0002623', 'HP:0000394', 'HP:0000821', 'HP:0002023', 'HP:0000742', 'HP:0009556', 'HP:0008551', 'HP:0008897', 'HP:0011461', 'HP:0012020', 'HP:0002139', 'HP:0000407', 'HP:0000494', 'HP:0000860', 'HP:0009778', 'HP:0001684', 'HP:0004058', 'HP:0011381', 'HP:0011480', 'HP:0010515', 'HP:0000480', 'HP:0000829', 'HP:0002025', 'HP:0001537', 'HP:0003048', 'HP:0001888', 'HP:0000085', 'HP:0001270', 'HP:0000508', 'HP:0000175', 'HP:0001263', 'HP:0000126', 'HP:0000204', 'HP:0000410', 'HP:0000316', 'HP:0200021', 'HP:0002015', 'HP:0000823', 'HP:0003022', 'HP:0001631', 'HP:0000458', 'HP:0000568', 'HP:0003745', 'HP:0000347', 'HP:0001636', 'HP:0002901', 'HP:0001629', 'HP:0002937']"
CHD7,OMIM:612370,"['HP:0000028', 'HP:0000006', 'HP:0000044', 'HP:0000458', 'HP:0410030', 'HP:0000175', 'HP:0000407']"
CHD8,OMIM:615032,"['HP:0000256', 'HP:0002019', 'HP:0025352', 'HP:0000494', 'HP:0000307', 'HP:0000316', 'HP:0002360', 'HP:0000445', 'HP:0000739', 'HP:0001250', 'HP:0025502', 'HP:0000717', 'HP:0001249', 'HP:0001763', 'HP:0000098', 'HP:0000336']"
CHEK2,OMIM:114480,"['HP:0001425', 'HP:0000006', 'HP:0003002', 'HP:0001428']"
CHEK2,OMIM:114500,"['HP:0006716', 'HP:0006753', 'HP:0005584', 'HP:0000006', 'HP:0002891', 'HP:0006740', 'HP:0001428']"
CHEK2,OMIM:176807,"['HP:0001428', 'HP:0000006', 'HP:0012125']"
CHEK2,OMIM:259500,"['HP:0009919', 'HP:0001428', 'HP:0002669']"
CHEK2,OMIM:609265,"['HP:0000006', 'HP:0002858', 'HP:0012126', 'HP:0100242', 'HP:0003002', 'HP:0009733']"
CHI3L1,OMIM:181500,"['HP:0000006', 'HP:0001425', 'HP:0000746', 'HP:0000738', 'HP:0410291', 'HP:0002353', 'HP:0100753', 'HP:0007086']"
CHIC2,OMIM:601626,"['HP:0001428', 'HP:0004808', 'HP:0000006']"
CHKB,OMIM:602541,"['HP:0001249', 'HP:0000007', 'HP:0001270', 'HP:0002465', 'HP:0008064', 'HP:0003236', 'HP:0000750', 'HP:0001250', 'HP:0003741', 'HP:0001427', 'HP:0002515', 'HP:0003391', 'HP:0003198', 'HP:0003560', 'HP:0003577', 'HP:0003677', 'HP:0010628', 'HP:0000252', 'HP:0001319', 'HP:0001644']"
CHM,OMIM:303100,"['HP:0000529', 'HP:0011463', 'HP:0001417', 'HP:0001133', 'HP:0007843', 'HP:0030505', 'HP:0000533', 'HP:0007793', 'HP:0007894', 'HP:0003621', 'HP:0007737', 'HP:0000662', 'HP:0001139']"
CHMP1A,OMIM:614961,"['HP:0000545', 'HP:0002365', 'HP:0005484', 'HP:0001761', 'HP:0002465', 'HP:0003577', 'HP:0002079', 'HP:0002015', 'HP:0004684', 'HP:0001257', 'HP:0001762', 'HP:0002804', 'HP:0001321', 'HP:0000007', 'HP:0000639', 'HP:0000998', 'HP:0000483', 'HP:0002072', 'HP:0100704', 'HP:0001347', 'HP:0001344', 'HP:0001249', 'HP:0001263', 'HP:0002020', 'HP:0000565', 'HP:0001290', 'HP:0000540']"
CHMP2B,OMIM:600795,"['HP:0000006', 'HP:0000718', 'HP:0003596', 'HP:0001347', 'HP:0000741', 'HP:0002300', 'HP:0002310', 'HP:0002354', 'HP:0001288', 'HP:0000751', 'HP:0000711', 'HP:0002063', 'HP:0000710', 'HP:0003487', 'HP:0000757', 'HP:0000020', 'HP:0000743', 'HP:0002529', 'HP:0000734', 'HP:0002446', 'HP:0000719', 'HP:0002371', 'HP:0002120', 'HP:0002145', 'HP:0001336', 'HP:0002442', 'HP:0001332']"
CHMP4B,OMIM:605387,"['HP:0010923', 'HP:0000006', 'HP:0100018', 'HP:0007787']"
CHN1,OMIM:604356,"['HP:0000006', 'HP:0000646', 'HP:0009921']"
CHP1,OMIM:618438,"['HP:0001761', 'HP:0006855', 'HP:0003487', 'HP:0001257', 'HP:0002460', 'HP:0000514', 'HP:0031993', 'HP:0001310', 'HP:0002359', 'HP:0001249', 'HP:0008209', 'HP:0000007', 'HP:0002750', 'HP:0003693', 'HP:0001765', 'HP:0007941', 'HP:0006886', 'HP:0007663', 'HP:0001347', 'HP:0001510', 'HP:0003621', 'HP:0011463']"
CHRDL1,OMIM:309300,"['HP:0000485', 'HP:0001084', 'HP:0001419', 'HP:0007765', 'HP:0000483', 'HP:0000501', 'HP:0100689', 'HP:0000518', 'HP:0000541', 'HP:0007836', 'HP:0012805', 'HP:0007663', 'HP:0001132', 'HP:0100693', 'HP:0000616']"
CHRM3,OMIM:100100,"['HP:0000951', 'HP:0000007', 'HP:0002023', 'HP:0005199', 'HP:0000768', 'HP:0000126', 'HP:0001562', 'HP:0000028', 'HP:0000767', 'HP:0001627', 'HP:0001374', 'HP:0001762', 'HP:0004392', 'HP:0010957', 'HP:0001643', 'HP:0000072', 'HP:0000217']"
CHRNA1,OMIM:253290,"['HP:0001561', 'HP:0000007', 'HP:0000476', 'HP:0001373', 'HP:0000369', 'HP:0001961', 'HP:0001999', 'HP:0000347', 'HP:0000316', 'HP:0002948', 'HP:0001989', 'HP:0002047', 'HP:0000969', 'HP:0001040', 'HP:0002089', 'HP:0002659', 'HP:0000286', 'HP:0002304', 'HP:0009381', 'HP:0001511', 'HP:0000175', 'HP:0001371', 'HP:0000883', 'HP:0005905', 'HP:0003634', 'HP:0000457']"
CHRNA1,OMIM:601462,"['HP:0003443', 'HP:0002015', 'HP:0000602', 'HP:0003436', 'HP:0003674', 'HP:0011968', 'HP:0001260', 'HP:0003473', 'HP:0000006', 'HP:0000508', 'HP:0004889', 'HP:0000597', 'HP:0003554', 'HP:0003324', 'HP:0000218']"
CHRNA1,OMIM:608930,"['HP:0000400', 'HP:0003554', 'HP:0001283', 'HP:0000508', 'HP:0002033', 'HP:0002747', 'HP:0000347', 'HP:0003402', 'HP:0003828', 'HP:0003388', 'HP:0002804', 'HP:0002650', 'HP:0003391', 'HP:0002015', 'HP:0001270', 'HP:0003593', 'HP:0003324', 'HP:0010628', 'HP:0001260', 'HP:0000006', 'HP:0001612', 'HP:0000218', 'HP:0000467', 'HP:0000597', 'HP:0001319', 'HP:0000007']"
CHRNA2,OMIM:610353,"['HP:0001250', 'HP:0001425', 'HP:0000006', 'HP:0001332', 'HP:0003829', 'HP:0000708', 'HP:0001289', 'HP:0025144']"
CHRNA3,OMIM:191800,"['HP:0000126', 'HP:0000076', 'HP:0001508', 'HP:0012624', 'HP:0001278', 'HP:0002020', 'HP:0000010', 'HP:0000047', 'HP:0030211', 'HP:0000007', 'HP:0000011']"
CHRNA4,OMIM:600513,"['HP:0001249', 'HP:0007359', 'HP:0003829', 'HP:0000006', 'HP:0011463']"
CHRNA7,OMIM:612001,"['HP:0001252', 'HP:0000316', 'HP:0000486', 'HP:0001328', 'HP:0000708', 'HP:0001256', 'HP:0000006', 'HP:0000377', 'HP:0001999', 'HP:0003829', 'HP:0004209', 'HP:0008050', 'HP:0010864', 'HP:0030680', 'HP:0000664', 'HP:0001250', 'HP:0002342', 'HP:0001156']"
CHRNB1,OMIM:616313,"['HP:0000602', 'HP:0001371', 'HP:0000275', 'HP:0000006', 'HP:0003577', 'HP:0010628', 'HP:0000276', 'HP:0000508', 'HP:0003202', 'HP:0000218', 'HP:0003198', 'HP:0003388', 'HP:0001319']"
CHRNB1,OMIM:616314,"['HP:0000007', 'HP:0001319', 'HP:0002093', 'HP:0003577', 'HP:0011968', 'HP:0003198', 'HP:0001324']"
CHRNB2,OMIM:605375,"['HP:0001250', 'HP:0000006']"
CHRND,OMIM:253290,"['HP:0001561', 'HP:0000007', 'HP:0000476', 'HP:0001373', 'HP:0000369', 'HP:0001961', 'HP:0001999', 'HP:0000347', 'HP:0000316', 'HP:0002948', 'HP:0001989', 'HP:0002047', 'HP:0000969', 'HP:0001040', 'HP:0002089', 'HP:0002659', 'HP:0000286', 'HP:0002304', 'HP:0009381', 'HP:0001511', 'HP:0000175', 'HP:0001371', 'HP:0000883', 'HP:0005905', 'HP:0003634', 'HP:0000457']"
CHRND,OMIM:616321,"['HP:0003324', 'HP:0003388', 'HP:0003676', 'HP:0003593', 'HP:0000508', 'HP:0003402', 'HP:0002015', 'HP:0003403', 'HP:0002421', 'HP:0003436', 'HP:0000006', 'HP:0002505', 'HP:0001252', 'HP:0002093', 'HP:0025336']"
CHRND,OMIM:616322,"['HP:0000602', 'HP:0011968', 'HP:0002093', 'HP:0000218', 'HP:0010628', 'HP:0000007', 'HP:0003593', 'HP:0000467', 'HP:0003388', 'HP:0001319', 'HP:0001558', 'HP:0000508']"
CHRND,OMIM:616323,"['HP:0010628', 'HP:0002015', 'HP:0001290', 'HP:0012378', 'HP:0000007', 'HP:0000508', 'HP:0002093', 'HP:0003577', 'HP:0011968', 'HP:0000218']"
CHRNE,OMIM:605809,"['HP:0003397', 'HP:0003577', 'HP:0000006', 'HP:0008872', 'HP:0003690', 'HP:0003198', 'HP:0003473', 'HP:0002882', 'HP:0003388', 'HP:0003554', 'HP:0001290', 'HP:0001612', 'HP:0002015', 'HP:0002747', 'HP:0003402', 'HP:0003403', 'HP:0000486', 'HP:0002098', 'HP:0002872', 'HP:0000597', 'HP:0000508', 'HP:0001283', 'HP:0000007', 'HP:0002033']"
CHRNE,OMIM:608931,"['HP:0000508', 'HP:0001260', 'HP:0003403', 'HP:0001558', 'HP:0003202', 'HP:0002715', 'HP:0000486', 'HP:0002747', 'HP:0002804', 'HP:0000689', 'HP:0003554', 'HP:0000276', 'HP:0003473', 'HP:0003473', 'HP:0011968', 'HP:0000218', 'HP:0003593', 'HP:0003199', 'HP:0000007', 'HP:0010628', 'HP:0003394', 'HP:0003680', 'HP:0003388', 'HP:0000597', 'HP:0001290', 'HP:0001612', 'HP:0003391', 'HP:0000303', 'HP:0002015', 'HP:0003828', 'HP:0003443', 'HP:0001270']"
CHRNE,OMIM:616324,"['HP:0000508', 'HP:0003388', 'HP:0002093', 'HP:0000602', 'HP:0003593', 'HP:0001319', 'HP:0010628', 'HP:0000467', 'HP:0011968', 'HP:0000007']"
