g_id,omim_id,hpo_ids
MTFMT,OMIM:618248,"['HP:0001263', 'HP:0001290', 'HP:0000011', 'HP:0000007', 'HP:0001257', 'HP:0000648', 'HP:0003593']"
MTHFD1,OMIM:601634,"['HP:0010301', 'HP:0000007', 'HP:0001939']"
MTHFD1,OMIM:617780,"['HP:0001250', 'HP:0003223', 'HP:0000007', 'HP:0001889', 'HP:0000964', 'HP:0025406', 'HP:0001894', 'HP:0000365', 'HP:0001876', 'HP:0004430', 'HP:0006532', 'HP:0004313', 'HP:0001888', 'HP:0001256', 'HP:0002013', 'HP:0002960', 'HP:0003095']"
MTHFR,OMIM:181500,"['HP:0000006', 'HP:0001425', 'HP:0000746', 'HP:0000738', 'HP:0410291', 'HP:0002353', 'HP:0100753', 'HP:0007086']"
MTHFR,OMIM:188050,"['HP:0011463', 'HP:0001907', 'HP:0004419', 'HP:0002625', 'HP:0005305', 'HP:0000006', 'HP:0002204']"
MTHFR,OMIM:236250,"['HP:0001250', 'HP:0002311', 'HP:0001297', 'HP:0002160', 'HP:0002156', 'HP:0000708', 'HP:0003401', 'HP:0001324', 'HP:0001263', 'HP:0001288', 'HP:0000007', 'HP:0000252']"
MTHFR,OMIM:601634,"['HP:0010301', 'HP:0000007', 'HP:0001939']"
MTHFS,OMIM:618367,"['HP:0012448', 'HP:0002267', 'HP:0001250', 'HP:0100704', 'HP:0001272', 'HP:0011968', 'HP:0002465', 'HP:0000007', 'HP:0003429', 'HP:0000252', 'HP:0001263', 'HP:0001257', 'HP:0002119', 'HP:0004322']"
MTM1,OMIM:310400,"['HP:0002375', 'HP:0003517', 'HP:0000238', 'HP:0002643', 'HP:0000275', 'HP:0002021', 'HP:0001410', 'HP:0003324', 'HP:0004887', 'HP:0001284', 'HP:0006829', 'HP:0000467', 'HP:0000544', 'HP:0000218', 'HP:0001558', 'HP:0001166', 'HP:0011308', 'HP:0002878', 'HP:0000276', 'HP:0001371', 'HP:0010628', 'HP:0000256', 'HP:0000028', 'HP:0001419', 'HP:0009110', 'HP:0001561']"
MTMR14,OMIM:160150,"['HP:0003307', 'HP:0000508', 'HP:0003458', 'HP:0003712', 'HP:0010628', 'HP:0000006', 'HP:0001270', 'HP:0005335', 'HP:0003803', 'HP:0000544', 'HP:0003687', 'HP:0003388', 'HP:0003677', 'HP:0001284', 'HP:0003701', 'HP:0001371']"
MTMR2,OMIM:601382,"['HP:0000007', 'HP:0001425', 'HP:0002460', 'HP:0003693', 'HP:0003693', 'HP:0007208', 'HP:0003431', 'HP:0002936', 'HP:0001762', 'HP:0002650', 'HP:0003701', 'HP:0001270', 'HP:0010628', 'HP:0006958']"
MTNR1B,OMIM:125853,"['HP:0003584', 'HP:0005978', 'HP:0000855', 'HP:0031819', 'HP:0000006']"
MTO1,OMIM:614702,"['HP:0001290', 'HP:0003577', 'HP:0011675', 'HP:0000648', 'HP:0001257', 'HP:0001943', 'HP:0001263', 'HP:0001250', 'HP:0001639', 'HP:0001332', 'HP:0011968', 'HP:0001508', 'HP:0002151', 'HP:0001942', 'HP:0000007', 'HP:0003128', 'HP:0001518', 'HP:0100543', 'HP:0002465', 'HP:0003348']"
MTOR,OMIM:607341,"['HP:0007206', 'HP:0001428', 'HP:0002446', 'HP:0001269', 'HP:0003581', 'HP:0003745', 'HP:0003593', 'HP:0002384', 'HP:0001249', 'HP:0002539', 'HP:0007042', 'HP:0032051', 'HP:0100543']"
MTOR,OMIM:616638,"['HP:0011800', 'HP:0002007', 'HP:0001537', 'HP:0000256', 'HP:0002212', 'HP:0000028', 'HP:0001943', 'HP:0000494', 'HP:0000154', 'HP:0000331', 'HP:0005257', 'HP:0000957', 'HP:0008905', 'HP:0001520', 'HP:0009882', 'HP:0000319', 'HP:0000486', 'HP:0000260', 'HP:0003196', 'HP:0000316', 'HP:0011968', 'HP:0001869', 'HP:0007206', 'HP:0006191', 'HP:0000343', 'HP:0000348', 'HP:0012650', 'HP:0000006', 'HP:0001540', 'HP:0010241', 'HP:0000194', 'HP:0002720', 'HP:0001249', 'HP:0005280', 'HP:0000219', 'HP:0001250', 'HP:0001873', 'HP:0001290']"
MTPAP,OMIM:613672,"['HP:0000712', 'HP:0003677', 'HP:0000750', 'HP:0000648', 'HP:0002497', 'HP:0000007', 'HP:0001260', 'HP:0001265', 'HP:0000639', 'HP:0001347', 'HP:0002313', 'HP:0003487', 'HP:0031936']"
MTR,OMIM:250940,"['HP:0001263', 'HP:0002370', 'HP:0003223', 'HP:0008872', 'HP:0001288', 'HP:0003593', 'HP:0001889', 'HP:0003524', 'HP:0003658', 'HP:0002160', 'HP:0002156', 'HP:0001290', 'HP:0000007', 'HP:0001508', 'HP:0000618', 'HP:0000639', 'HP:0001250', 'HP:0001249', 'HP:0002059']"
MTR,OMIM:601634,"['HP:0010301', 'HP:0000007', 'HP:0001939']"
MTRFR,OMIM:613559,"['HP:0000505', 'HP:0001251', 'HP:0001263', 'HP:0002376', 'HP:0003202', 'HP:0000508', 'HP:0003676', 'HP:0025356', 'HP:0001284', 'HP:0002490', 'HP:0002936', 'HP:0000602', 'HP:0001508', 'HP:0001271', 'HP:0001260', 'HP:0000007', 'HP:0002151', 'HP:0002590', 'HP:0000648', 'HP:0000639', 'HP:0001349', 'HP:0001290']"
MTRFR,OMIM:615035,"['HP:0001258', 'HP:0003383', 'HP:0002079', 'HP:0002936', 'HP:0000486', 'HP:0001263', 'HP:0003477', 'HP:0003828', 'HP:0000007', 'HP:0000603', 'HP:0001249', 'HP:0000639', 'HP:0100543', 'HP:0002169', 'HP:0003487', 'HP:0007663', 'HP:0002355', 'HP:0001324', 'HP:0001762', 'HP:0000648', 'HP:0003376']"
MTRR,OMIM:236270,"['HP:0002059', 'HP:0003223', 'HP:0001252', 'HP:0001254', 'HP:0001250', 'HP:0006887', 'HP:0003524', 'HP:0002160', 'HP:0001508', 'HP:0003658', 'HP:0000639', 'HP:0001288', 'HP:0003593', 'HP:0001263', 'HP:0001889', 'HP:0001290', 'HP:0000007', 'HP:0000618', 'HP:0002156']"
MTRR,OMIM:601634,"['HP:0010301', 'HP:0000007', 'HP:0001939']"
MTTP,OMIM:200100,"['HP:0002630', 'HP:0007305', 'HP:0011096', 'HP:0000488', 'HP:0001251', 'HP:0000007', 'HP:0001927', 'HP:0000546', 'HP:0008181']"
MTTP,OMIM:605552,"['HP:0000006', 'HP:0000822', 'HP:0012743']"
MTX2,OMIM:619127,"['HP:0003593', 'HP:0000347', 'HP:0002857', 'HP:0001655', 'HP:0001371', 'HP:0005328', 'HP:0000007', 'HP:0000586', 'HP:0005815', 'HP:0001290', 'HP:0004322', 'HP:0000972', 'HP:0001620', 'HP:0003819', 'HP:0009064', 'HP:0004382', 'HP:0000430', 'HP:0001712', 'HP:0001952', 'HP:0008404', 'HP:0001029', 'HP:0002680', 'HP:0009771', 'HP:0000218', 'HP:0000883', 'HP:0008070', 'HP:0000270', 'HP:0000343', 'HP:0002007', 'HP:0001387', 'HP:0010575', 'HP:0000348', 'HP:0001653', 'HP:0040217', 'HP:0000938', 'HP:0000322', 'HP:0001403', 'HP:0011463', 'HP:0031107', 'HP:0008897', 'HP:0000093', 'HP:0000097', 'HP:0000325', 'HP:0000767', 'HP:0000160', 'HP:0002240', 'HP:0002155', 'HP:0000248', 'HP:0002910', 'HP:0000414', 'HP:0005280', 'HP:0006191', 'HP:0045075', 'HP:0001852', 'HP:0005180', 'HP:0100864', 'HP:0000668', 'HP:0000418', 'HP:0010284']"
MUC1,OMIM:174000,"['HP:0000096', 'HP:0000108', 'HP:0002048', 'HP:0000006', 'HP:0002149', 'HP:0000089', 'HP:0000822', 'HP:0005583', 'HP:0012213', 'HP:0000092', 'HP:0002615', 'HP:0003581', 'HP:0005576', 'HP:0001997', 'HP:0003259', 'HP:0003774', 'HP:0004732', 'HP:0002120', 'HP:0001970', 'HP:0000127', 'HP:0001903']"
MUC5B,OMIM:178500,"['HP:0031950', 'HP:0002094', 'HP:0002092', 'HP:0012735', 'HP:0000006', 'HP:0010702', 'HP:0001394', 'HP:0045051', 'HP:0100759', 'HP:0002206', 'HP:0032977', 'HP:0006519', 'HP:0002875']"
MUC7,OMIM:600807,"['HP:0000006', 'HP:0001426', 'HP:0002099', 'HP:4000007']"
MUSK,OMIM:208150,"['HP:0000238', 'HP:0001438', 'HP:0003700', 'HP:0000028', 'HP:0012745', 'HP:0001838', 'HP:0002389', 'HP:0000316', 'HP:0005257', 'HP:0002644', 'HP:0003070', 'HP:0002804', 'HP:0001511', 'HP:0000520', 'HP:0009487', 'HP:0001622', 'HP:0000508', 'HP:0003826', 'HP:0000175', 'HP:0000343', 'HP:0001196', 'HP:0000581', 'HP:0003100', 'HP:0000358', 'HP:0001989', 'HP:0001561', 'HP:0000347', 'HP:0001331', 'HP:0000160', 'HP:0000437', 'HP:0000007', 'HP:0002089', 'HP:0000506', 'HP:0000470', 'HP:0000883', 'HP:0001762', 'HP:0001518', 'HP:0006266', 'HP:0001193', 'HP:0002705', 'HP:0001321', 'HP:0100490', 'HP:0000218']"
MUSK,OMIM:616325,"['HP:0002093', 'HP:0000602', 'HP:0003391', 'HP:0003388', 'HP:0000508', 'HP:0003593', 'HP:0001319', 'HP:0000467', 'HP:0010628', 'HP:0000007']"
MUTYH,OMIM:608456,"['HP:0005227', 'HP:0000007', 'HP:0003003']"
MUTYH,OMIM:613659,"['HP:0410067', 'HP:0012126', 'HP:0001428']"
MVD,OMIM:614714,"['HP:0000006', 'HP:0200044', 'HP:0001036']"
MVK,OMIM:175900,"['HP:0200044', 'HP:0000006', 'HP:0008404', 'HP:0001036']"
MVK,OMIM:260920,"['HP:0011897', 'HP:0000662', 'HP:0000988', 'HP:0000988', 'HP:0003326', 'HP:0009098', 'HP:0002315', 'HP:0000007', 'HP:0025143', 'HP:0002027', 'HP:0002028', 'HP:0003593', 'HP:0032163', 'HP:0006772', 'HP:0000543', 'HP:0001974', 'HP:0000155', 'HP:0032638', 'HP:0001369', 'HP:0002716', 'HP:0002829', 'HP:0045073', 'HP:0001433', 'HP:0002013', 'HP:0000510', 'HP:0003565', 'HP:0410246', 'HP:0002373', 'HP:0001954', 'HP:0003261', 'HP:0002840', 'HP:0002321']"
MVK,OMIM:610377,"['HP:0001531', 'HP:0001873', 'HP:0000239', 'HP:0000639', 'HP:0001290', 'HP:0000252', 'HP:0000494', 'HP:0001260', 'HP:0001251', 'HP:0001433', 'HP:0025435', 'HP:0001263', 'HP:0001974', 'HP:0002013', 'HP:0100018', 'HP:0004322', 'HP:0410246', 'HP:0002751', 'HP:0000369', 'HP:0001272', 'HP:0002073', 'HP:0004819', 'HP:0000592', 'HP:0002829', 'HP:0006268', 'HP:0012282', 'HP:0002335', 'HP:0000543', 'HP:0002014', 'HP:0002716', 'HP:0025356', 'HP:0000969', 'HP:0002719', 'HP:0003593', 'HP:0000268', 'HP:0006564', 'HP:0000358', 'HP:0032638', 'HP:0000007', 'HP:0000325', 'HP:0002910', 'HP:0007843', 'HP:0011227', 'HP:0000430', 'HP:0002059', 'HP:0003565', 'HP:0003236']"
MXI1,OMIM:176807,"['HP:0001428', 'HP:0000006', 'HP:0012125']"
MYBPC1,OMIM:614335,"['HP:0002804', 'HP:0012385', 'HP:0000006', 'HP:0001762', 'HP:0005684', 'HP:0001838', 'HP:0009473', 'HP:0008366']"
MYBPC1,OMIM:614915,"['HP:0002828', 'HP:0000007', 'HP:0005684', 'HP:0003202', 'HP:0002093']"
MYBPC1,OMIM:618524,"['HP:0002650', 'HP:0000160', 'HP:0001371', 'HP:0002174', 'HP:0003458', 'HP:0000006', 'HP:0003327', 'HP:0002938', 'HP:0005272', 'HP:0003701', 'HP:0002460', 'HP:0003691', 'HP:0000347', 'HP:0000218', 'HP:0031947', 'HP:0003306']"
MYBPC3,OMIM:115197,"['HP:0002094', 'HP:0001695', 'HP:0005144', 'HP:0100749', 'HP:0001714', 'HP:0001640', 'HP:0011713', 'HP:0001541', 'HP:0002240', 'HP:0001279', 'HP:0003198', 'HP:0011712', 'HP:0000006', 'HP:0001698', 'HP:0001678', 'HP:0001639', 'HP:0000007', 'HP:0002326', 'HP:0100598', 'HP:0001663']"
MYBPC3,OMIM:615396,"['HP:0001644', 'HP:0030682', 'HP:0000006']"
MYC,OMIM:113970,"['HP:0002721', 'HP:0030080', 'HP:0003745', 'HP:0001428']"
MYCN,OMIM:164280,"['HP:0002032', 'HP:0004692', 'HP:0000325', 'HP:0001748', 'HP:0000232', 'HP:0000437', 'HP:0001558', 'HP:0001643', 'HP:0000237', 'HP:0001605', 'HP:0000358', 'HP:0012471', 'HP:0000324', 'HP:0000581', 'HP:0012745', 'HP:0000431', 'HP:0002575', 'HP:0001328', 'HP:0001561', 'HP:0000463', 'HP:0002247', 'HP:0000006', 'HP:0004691', 'HP:0009568', 'HP:0001249', 'HP:0000347', 'HP:0000269', 'HP:0000369', 'HP:0001747', 'HP:0000582', 'HP:0001746', 'HP:0000252', 'HP:0000286', 'HP:0000365', 'HP:0001734', 'HP:0001831', 'HP:0000218', 'HP:0045025', 'HP:0009161']"
MYD88,OMIM:153600,"['HP:0001428', 'HP:0003347', 'HP:0001909', 'HP:0001271', 'HP:0003459', 'HP:0005508', 'HP:0002665']"
MYD88,OMIM:612260,"['HP:0010976', 'HP:0100806', 'HP:0006946', 'HP:0032434', 'HP:0001581', 'HP:0002840', 'HP:0000007', 'HP:0003095', 'HP:0025615']"
MYF5,OMIM:618155,"['HP:0000577', 'HP:0000544', 'HP:0005864', 'HP:0000921', 'HP:0000007', 'HP:0000767', 'HP:0000773', 'HP:0012366', 'HP:0000473', 'HP:0025584', 'HP:0002650', 'HP:0000508']"
MYH11,OMIM:132900,"['HP:0004933', 'HP:0000006', 'HP:0001659', 'HP:0005162', 'HP:0001647', 'HP:0008034', 'HP:0012495', 'HP:0001643', 'HP:0012180', 'HP:0001677', 'HP:0004970', 'HP:0012493', 'HP:0100546', 'HP:0001297', 'HP:0012499', 'HP:0033505', 'HP:0012494']"
MYH11,OMIM:619350,"['HP:0002020', 'HP:0100633', 'HP:0002015', 'HP:0031857', 'HP:0005214', 'HP:0002035', 'HP:0100580', 'HP:0002578', 'HP:0004389', 'HP:0002036', 'HP:0002043', 'HP:0012450', 'HP:0030996', 'HP:0000021', 'HP:0033165', 'HP:0000006', 'HP:0002566', 'HP:0002580']"
MYH11,OMIM:619351,"['HP:0012383', 'HP:0000407', 'HP:0002719', 'HP:0004887', 'HP:0004890', 'HP:0012727', 'HP:0002586', 'HP:0002780', 'HP:0011461', 'HP:0001562', 'HP:0033132', 'HP:0012330', 'HP:0100519', 'HP:0002089', 'HP:0010956', 'HP:0004388', 'HP:0001643', 'HP:0004392', 'HP:0000007', 'HP:0003270', 'HP:0000021', 'HP:0011102', 'HP:0011499']"
MYH14,OMIM:600652,"['HP:0000408', 'HP:0000006']"
MYH14,OMIM:614369,"['HP:0001760', 'HP:0001284', 'HP:0003693', 'HP:0002460', 'HP:0001337', 'HP:0001609', 'HP:0003676', 'HP:0008180', 'HP:0009830', 'HP:0000006', 'HP:0001265']"
MYH2,OMIM:605637,"['HP:0000006', 'HP:0000467', 'HP:0000218', 'HP:0100299', 'HP:0002460', 'HP:0002515', 'HP:0003701', 'HP:0002058', 'HP:0003691', 'HP:0003198', 'HP:0003324', 'HP:0000007', 'HP:0000508', 'HP:0003828', 'HP:0000602', 'HP:0002650', 'HP:0002803']"
MYH3,OMIM:178110,"['HP:0000494', 'HP:0002987', 'HP:0012385', 'HP:0000006', 'HP:0000368', 'HP:0006380', 'HP:0002937', 'HP:0000365', 'HP:0001552', 'HP:0003273', 'HP:0000768', 'HP:0008368', 'HP:0004322', 'HP:0000175', 'HP:0001040', 'HP:0009702', 'HP:0003302', 'HP:0002948', 'HP:0000470', 'HP:0002650', 'HP:0002804', 'HP:0033142', 'HP:0000508', 'HP:0000252', 'HP:0001363']"
MYH3,OMIM:193700,"['HP:0000431', 'HP:0001324', 'HP:0012385', 'HP:0001239', 'HP:0002751', 'HP:0006380', 'HP:0006380', 'HP:0006380', 'HP:0006380', 'HP:0003273', 'HP:0003273', 'HP:0003273', 'HP:0003273', 'HP:0000486', 'HP:0012368', 'HP:0001762', 'HP:0001838', 'HP:0001562', 'HP:0001193', 'HP:0001623', 'HP:0000303', 'HP:0000470', 'HP:0000506', 'HP:0003298', 'HP:0009473', 'HP:0000343', 'HP:0000023', 'HP:0000346', 'HP:0008872', 'HP:0005830', 'HP:0001250', 'HP:0002047', 'HP:0000678', 'HP:0000490', 'HP:0010751', 'HP:0003044', 'HP:0000272', 'HP:0000218', 'HP:0001561', 'HP:0002365', 'HP:0001272', 'HP:0002757', 'HP:0000298', 'HP:0000508', 'HP:0002829', 'HP:0008897', 'HP:0002205', 'HP:0002650', 'HP:0002827', 'HP:0003196', 'HP:0000365', 'HP:0011824', 'HP:0000951', 'HP:0012785', 'HP:0000286', 'HP:0000430', 'HP:0001373', 'HP:0000581', 'HP:0000160', 'HP:0001518', 'HP:0001508', 'HP:0001611', 'HP:0001270', 'HP:0002987', 'HP:0100790', 'HP:0001249', 'HP:0001558', 'HP:0000028', 'HP:0005997', 'HP:0000252', 'HP:0000006', 'HP:0006958', 'HP:0011220', 'HP:0001181']"
MYH3,OMIM:618436,"['HP:0000006', 'HP:0000508', 'HP:0000494', 'HP:0004322', 'HP:0012385', 'HP:0000325', 'HP:0001822', 'HP:0002650', 'HP:0001762', 'HP:0010557']"
MYH3,OMIM:618469,"['HP:0001762', 'HP:0006109', 'HP:0030039', 'HP:0000007', 'HP:0001371', 'HP:0002949', 'HP:0009760', 'HP:0000465', 'HP:0000470', 'HP:0000175', 'HP:0008368', 'HP:0002650']"
MYH6,OMIM:192600,"['HP:0011675', 'HP:0001670', 'HP:0001635', 'HP:0001682', 'HP:0001699', 'HP:0000006']"
MYH6,OMIM:613251,"['HP:0000006', 'HP:0001639']"
MYH6,OMIM:613252,['HP:0001644']
MYH6,OMIM:614089,"['HP:0000006', 'HP:0001684']"
MYH7,OMIM:160500,"['HP:0000218', 'HP:0003200', 'HP:0003805', 'HP:0008180', 'HP:0003445', 'HP:0003677', 'HP:0011463', 'HP:0009077', 'HP:0000467', 'HP:0010628', 'HP:0011916', 'HP:0009031', 'HP:0001644', 'HP:0002650', 'HP:0001288', 'HP:0003326', 'HP:0003701', 'HP:0000006', 'HP:0002460', 'HP:0003803', 'HP:0001761', 'HP:0003593']"
MYH7,OMIM:181430,"['HP:0003458', 'HP:0009054', 'HP:0003677', 'HP:0030319', 'HP:0000006']"
MYH7,OMIM:192600,"['HP:0011675', 'HP:0001670', 'HP:0001635', 'HP:0001682', 'HP:0001699', 'HP:0000006']"
MYH7,OMIM:255160,"['HP:0001639', 'HP:0001635', 'HP:0003687', 'HP:0003697', 'HP:0000007', 'HP:0002093', 'HP:0000218', 'HP:0003236', 'HP:0001644', 'HP:0003677', 'HP:0002650', 'HP:0003803', 'HP:0003704', 'HP:0003458', 'HP:0002058']"
MYH7,OMIM:255310,"['HP:0010628', 'HP:0001283', 'HP:0011968', 'HP:0003687', 'HP:0002747', 'HP:0001558', 'HP:0002938', 'HP:0003577', 'HP:0002650', 'HP:0001425', 'HP:0001508', 'HP:0003701', 'HP:0032341', 'HP:0001612', 'HP:0002093', 'HP:0000006', 'HP:0002015', 'HP:0001644', 'HP:0000275', 'HP:0001319', 'HP:0003755', 'HP:0003828', 'HP:0000508', 'HP:0003121', 'HP:0000602', 'HP:0001374', 'HP:0000276', 'HP:0003324', 'HP:0000007', 'HP:0000218']"
MYH7,OMIM:608358,"['HP:0003704', 'HP:0003749', 'HP:0003551', 'HP:0003691', 'HP:0003697', 'HP:0000006', 'HP:0003724', 'HP:0003722', 'HP:0008180', 'HP:0002792', 'HP:0003547', 'HP:0003707', 'HP:0009046', 'HP:0009055', 'HP:0002355', 'HP:0003458', 'HP:0003687', 'HP:0002527', 'HP:0003324', 'HP:0003677', 'HP:0003803', 'HP:0002515', 'HP:0011463']"
MYH7,OMIM:613426,"['HP:0003621', 'HP:0004756', 'HP:0031329', 'HP:0001195', 'HP:0011463', 'HP:0010316', 'HP:0002092', 'HP:0012664', 'HP:0001653', 'HP:0001644', 'HP:0001647', 'HP:0005180', 'HP:0001635', 'HP:0001645', 'HP:0011682', 'HP:0003593', 'HP:0004971', 'HP:0001680', 'HP:0030682', 'HP:0000006', 'HP:0003581']"
MYH8,OMIM:158300,"['HP:0001840', 'HP:0000324', 'HP:0000508', 'HP:0002015', 'HP:0001765', 'HP:0004322', 'HP:0005684', 'HP:0002002', 'HP:0000006', 'HP:0010621', 'HP:0000211', 'HP:0001762', 'HP:0002827', 'HP:0000347', 'HP:0011968', 'HP:0000256', 'HP:0002804', 'HP:0400000']"
MYH8,OMIM:608837,"['HP:0000211', 'HP:0011672', 'HP:0000006', 'HP:0005684']"
MYH9,OMIM:155100,"['HP:0000006', 'HP:0000132', 'HP:0000407', 'HP:0001658', 'HP:0001873', 'HP:0001902', 'HP:0001977', 'HP:0040235', 'HP:0000978', 'HP:0003010', 'HP:0000421']"
MYH9,OMIM:603622,"['HP:0000006', 'HP:0003621', 'HP:0005101']"
MYL1,OMIM:618414,"['HP:0030319', 'HP:0002058', 'HP:0006829', 'HP:0001558', 'HP:0001371', 'HP:0002747', 'HP:0001284', 'HP:0000007', 'HP:0003324', 'HP:0001522', 'HP:0003577', 'HP:0000467', 'HP:0000218', 'HP:0001270']"
MYL11,OMIM:619110,"['HP:0001838', 'HP:0001239', 'HP:0000470', 'HP:0000278', 'HP:0000205', 'HP:0000233', 'HP:0003044', 'HP:0001181', 'HP:0000193', 'HP:0001836', 'HP:0004322', 'HP:0002650', 'HP:0010880', 'HP:0000581', 'HP:0410030', 'HP:0033357', 'HP:0002987', 'HP:0004325', 'HP:0000160', 'HP:0006070', 'HP:0000466', 'HP:0003273', 'HP:0006380', 'HP:0000028', 'HP:0000006', 'HP:0001762', 'HP:0100490', 'HP:0004209', 'HP:0000218', 'HP:0000007']"
MYL2,OMIM:608758,"['HP:0001962', 'HP:0031656', 'HP:0001663', 'HP:0011713', 'HP:0005144', 'HP:0010872', 'HP:0000006', 'HP:0001712', 'HP:0002321', 'HP:0100749', 'HP:0004755', 'HP:0001645', 'HP:0001670', 'HP:0004756', 'HP:0002094']"
MYL2,OMIM:619424,"['HP:0003236', 'HP:0001723', 'HP:0000508', 'HP:0001337', 'HP:0031318', 'HP:0031318', 'HP:0011664', 'HP:0030149', 'HP:0031295', 'HP:0010628', 'HP:0003755', 'HP:0001653', 'HP:0030718', 'HP:0006543', 'HP:0001290', 'HP:0002169', 'HP:0200128', 'HP:0003324', 'HP:0001685', 'HP:0001522', 'HP:0003623', 'HP:0002240', 'HP:0000007', 'HP:0010804', 'HP:0001639', 'HP:0001644']"
MYL3,OMIM:608751,"['HP:0001639', 'HP:0000007', 'HP:0031295', 'HP:0001645', 'HP:0001663', 'HP:0001723', 'HP:0001712', 'HP:0002875', 'HP:0010872', 'HP:0001962', 'HP:0006685', 'HP:0000006', 'HP:0001635']"
MYL4,OMIM:617280,"['HP:0004754', 'HP:0000006', 'HP:0001662', 'HP:0004757', 'HP:0001962']"
MYL9,OMIM:619365,"['HP:0000021', 'HP:0010945', 'HP:0100771', 'HP:0000010', 'HP:0011499', 'HP:0002205', 'HP:0000007', 'HP:0000787', 'HP:0001562', 'HP:0012762', 'HP:0003270']"
MYLK,OMIM:249210,"['HP:0001562', 'HP:0007430', 'HP:0000072', 'HP:0002566', 'HP:0000007', 'HP:0010956']"
MYLK,OMIM:613780,"['HP:0001699', 'HP:0004933', 'HP:0004933', 'HP:0031649', 'HP:0012499', 'HP:0000006', 'HP:0004942']"
MYLK2,OMIM:192600,"['HP:0011675', 'HP:0001670', 'HP:0001635', 'HP:0001682', 'HP:0001699', 'HP:0000006']"
MYMK,OMIM:254940,"['HP:0000501', 'HP:0003198', 'HP:0000494', 'HP:0001263', 'HP:0010628', 'HP:0003236', 'HP:0001270', 'HP:0000252', 'HP:0002020', 'HP:0000175', 'HP:0000007', 'HP:0000028', 'HP:0006829', 'HP:0001762', 'HP:0002650', 'HP:0003593', 'HP:0008998', 'HP:0000171', 'HP:0001508', 'HP:0005280', 'HP:0000286', 'HP:0003677', 'HP:0001371', 'HP:0011968', 'HP:0001290', 'HP:0001357', 'HP:0000278', 'HP:0000347', 'HP:0000256', 'HP:0001510', 'HP:0000602', 'HP:0002119', 'HP:0000201', 'HP:0000455', 'HP:0000162', 'HP:0002093', 'HP:0000508', 'HP:0000518', 'HP:0002015', 'HP:0001671', 'HP:0012246', 'HP:0000211', 'HP:0001558', 'HP:0003202', 'HP:0001182', 'HP:0001249', 'HP:0002365', 'HP:0000463']"
MYO15A,OMIM:600316,"['HP:0011476', 'HP:0000007']"
MYO18B,OMIM:616549,"['HP:0000470', 'HP:0000430', 'HP:0000219', 'HP:0004602', 'HP:0001638', 'HP:0001371', 'HP:0000232', 'HP:0000347', 'HP:0003198', 'HP:0000341', 'HP:0000465', 'HP:0000252', 'HP:0001290', 'HP:0008807', 'HP:0000343', 'HP:0000508', 'HP:0001270', 'HP:0002944', 'HP:0004322', 'HP:0000218', 'HP:0000414', 'HP:0002162', 'HP:0003798', 'HP:0000007', 'HP:0000369']"
MYO1E,OMIM:614131,"['HP:0000969', 'HP:0012622', 'HP:0000100', 'HP:0000790', 'HP:0000097', 'HP:0003676', 'HP:0000007', 'HP:0000092', 'HP:0000093', 'HP:0003073']"
MYO1H,OMIM:619482,"['HP:0012450', 'HP:0001252', 'HP:0000486', 'HP:0012850', 'HP:0000020', 'HP:0001284', 'HP:0000007', 'HP:0011951', 'HP:0001688', 'HP:0002808', 'HP:0002104', 'HP:0000483', 'HP:0002020', 'HP:0001250', 'HP:0001263', 'HP:0002015', 'HP:0002571', 'HP:0002650', 'HP:0002791', 'HP:0002091', 'HP:0011471', 'HP:0040213', 'HP:0005968', 'HP:0002355', 'HP:0003623', 'HP:0000545']"
MYO3A,OMIM:607101,"['HP:0000007', 'HP:0000408', 'HP:0001730']"
MYO5A,OMIM:214450,"['HP:0003593', 'HP:0000007', 'HP:0001010', 'HP:0001249', 'HP:0001252', 'HP:0001290', 'HP:0001263', 'HP:0001008', 'HP:0001250', 'HP:0002220', 'HP:0002218']"
MYO5B,OMIM:251850,"['HP:0004385', 'HP:0011473', 'HP:0001944', 'HP:0004395', 'HP:0001522', 'HP:0000007', 'HP:0001510']"
MYO6,OMIM:606346,"['HP:0000006', 'HP:0000408']"
MYO6,OMIM:607821,"['HP:0001751', 'HP:0000007', 'HP:0007642', 'HP:0000510', 'HP:0008619']"
MYO7A,OMIM:276900,"['HP:0000510', 'HP:0000572', 'HP:0001270', 'HP:0000550', 'HP:0000007', 'HP:0000407', 'HP:0008555', 'HP:0001425']"
MYO7A,OMIM:600060,"['HP:0003577', 'HP:0002321', 'HP:0000407', 'HP:0000007']"
MYO7A,OMIM:601317,"['HP:0000006', 'HP:0002321', 'HP:0008619']"
MYO9A,OMIM:618198,"['HP:0000639', 'HP:0001760', 'HP:0000750', 'HP:0001324', 'HP:0002015', 'HP:0000602', 'HP:0006380', 'HP:0031936', 'HP:0000508', 'HP:0002093', 'HP:0000007', 'HP:0012385', 'HP:0011968', 'HP:0000657', 'HP:0001558', 'HP:0002104']"
MYOC,OMIM:137750,"['HP:0000501', 'HP:0007905', 'HP:0000545', 'HP:0000006']"
MYOCD,OMIM:618719,"['HP:0001647', 'HP:0000006', 'HP:0011664', 'HP:0001643', 'HP:0100611', 'HP:0004719', 'HP:0001631', 'HP:0001629', 'HP:0003774', 'HP:0010956']"
